class,f1_score,precision,recall,support
0,0.65,0.5,0.96,1355.0
1,0.5,0.59,0.44,913.0
2,0.42,0.66,0.3,761.0
3,0.13,0.96,0.07,360.0
4,0.0,0.0,0.0,228.0
5,0.0,0.0,0.0,60.0
