class,f1_score,precision,recall,support
0,0.66,0.68,0.65,1314.0
1,0.46,0.46,0.45,952.0
2,0.45,0.46,0.45,768.0
3,0.55,0.46,0.67,335.0
4,0.42,0.41,0.42,246.0
5,0.27,0.55,0.18,62.0
