class,f1_score,precision,recall,support
0,0.5,0.46,0.57,1334.0
1,0.2,0.21,0.19,915.0
2,0.15,0.21,0.12,779.0
3,0.33,0.49,0.25,353.0
4,0.23,0.16,0.4,237.0
5,0.0,0.0,0.0,59.0
