class,f1_score,precision,recall,support
0,0.71,0.78,0.65,1305.0
1,0.54,0.44,0.68,931.0
2,0.5,0.48,0.53,745.0
3,0.55,0.6,0.5,353.0
4,0.11,0.68,0.06,276.0
5,0.19,1.0,0.1,67.0
