class,f1_score,precision,recall,support
0,0.68,0.71,0.65,1352.0
1,0.47,0.45,0.49,913.0
2,0.46,0.47,0.45,766.0
3,0.51,0.46,0.58,334.0
4,0.39,0.4,0.39,251.0
5,0.24,0.31,0.2,61.0
