class,f1_score,precision,recall,support
0,0.67,0.56,0.83,1333.0
1,0.48,0.5,0.46,921.0
2,0.48,0.59,0.4,771.0
3,0.51,0.58,0.45,332.0
4,0.26,0.78,0.15,254.0
5,0.03,0.14,0.02,66.0
