class,f1_score,precision,recall,support
0,0.61,0.59,0.63,1334.0
1,0.42,0.44,0.41,923.0
2,0.4,0.43,0.37,759.0
3,0.43,0.39,0.48,331.0
4,0.4,0.41,0.4,266.0
5,0.18,0.18,0.17,64.0
