class,f1_score,precision,recall,support
0,0.6,0.68,0.54,1300.0
1,0.5,0.42,0.6,964.0
2,0.4,0.47,0.35,768.0
3,0.44,0.4,0.49,336.0
4,0.34,0.36,0.32,250.0
5,0.17,0.19,0.15,59.0
