class,f1_score,precision,recall,support
0,0.67,0.7,0.65,1366.0
1,0.52,0.41,0.69,885.0
2,0.34,0.66,0.23,769.0
3,0.52,0.63,0.44,344.0
4,0.39,0.33,0.46,249.0
5,0.19,0.19,0.2,64.0
