class,f1_score,precision,recall,support
0,0.4,0.6,0.3,1292.0
1,0.03,0.74,0.01,977.0
2,0.33,0.41,0.28,752.0
3,0.22,0.14,0.53,355.0
4,0.19,0.13,0.42,230.0
5,0.13,0.08,0.39,71.0
