class,f1_score,precision,recall,support
0,0.63,0.5,0.87,1354.0
1,0.41,0.5,0.35,954.0
2,0.4,0.51,0.33,744.0
3,0.36,0.59,0.26,324.0
4,0.11,0.79,0.06,247.0
5,0.0,0.0,0.0,54.0
