class,f1_score,precision,recall,support
0,0.65,0.7,0.6,1335.0
1,0.52,0.41,0.69,941.0
2,0.48,0.46,0.51,734.0
3,0.37,0.81,0.24,356.0
4,0.28,0.86,0.17,252.0
5,0.16,1.0,0.08,59.0
