class,f1_score,precision,recall,support
0,0.66,0.57,0.78,1355.0
1,0.43,0.52,0.36,939.0
2,0.48,0.48,0.48,773.0
3,0.47,0.45,0.49,316.0
4,0.27,0.79,0.16,233.0
5,0.25,0.9,0.15,61.0
